DB00001	other
DB00002	L
DB00003	other
DB00004	L
DB00005	L
DB00006	other
DB00007	L
DB00008	L
DB00009	other
DB00010	other
DB00011	L
DB00012	other
DB00013	other
DB00014	L
DB00015	other
DB00016	other
DB00017	other
DB00018	none
DB00019	L
DB00020	L
DB00021	other
DB00022	L
DB00023	L
DB00024	other
DB00025	other
DB00026	L
DB00027	other
DB00028	none
DB00029	other
DB00030	other
DB00031	other
DB00032	other
DB00033	none
DB00034	L
DB00035	other
DB00036	other
DB00038	L
DB00039	other
DB00040	other
DB00041	L
DB00042	other
DB00043	other
DB00044	other
DB00045	none
DB00046	other
DB00047	other
DB00048	other
DB00049	other
DB00050	other
DB00051	L
DB00052	other
DB00053	other
DB00054	other
DB00055	other
DB00056	L
DB00057	other
DB00058	other
DB00059	L
DB00060	L
DB00061	none
DB00062	other
DB00063	other
DB00065	L
DB00066	other
DB00067	other
DB00068	L
DB00069	L
DB00070	other
DB00071	other
DB00072	L
DB00073	L
DB00074	L
DB00075	L
DB00076	other
DB00078	other
DB00080	other
DB00081	other
DB00082	other
DB00083	other
DB00085	other
DB00086	other
DB00087	L
DB00088	other
DB00089	other
DB00090	other
DB00091	L
DB00092	L
DB00093	none
DB00094	other
DB00095	L
DB00097	other
DB00098	L
DB00099	L
DB00100	other
DB00102	other
DB00103	other
DB00104	other
DB00105	L
DB00106	L
DB00107	other
DB00108	L
DB00109	other
DB00110	other
DB00111	L
DB00112	L
DB00113	other
DB00114	other
DB00115	other
DB00116	none
DB00117	none
DB00118	other
DB00119	none
DB00120	none
DB00121	other
DB00122	other
DB00123	other
DB00125	other
DB00126	other
DB00127	none
DB00128	none
DB00129	none
DB00130	other
DB00131	none
DB00132	none
DB00133	none
DB00134	other
DB00135	none
DB00136	other
DB00137	none
DB00138	none
DB00139	none
DB00140	other
DB00141	none
DB00142	other
DB00143	other
DB00144	none
DB00145	other
DB00146	other
DB00147	none
DB00148	none
DB00149	none
DB00150	other
DB00151	none
DB00152	other
DB00153	other
DB00154	none
DB00155	none
DB00156	none
DB00157	none
DB00158	other
DB00159	none
DB00160	none
DB00161	none
DB00162	other
DB00163	none
DB00165	other
DB00166	other
DB00167	none
DB00168	none
DB00169	other
DB00170	other
DB00171	none
DB00172	none
DB00173	none
DB00174	none
DB00175	other
DB00176	other
DB00177	other
DB00178	other
DB00179	L
DB00180	other
DB00181	other
DB00182	other
DB00183	other
DB00184	other
DB00185	other
DB00186	other
DB00187	other
DB00188	L
DB00189	other
DB00190	none
DB00191	other
DB00192	none
DB00193	other
DB00194	other
DB00195	other
DB00196	other
DB00197	other
DB00198	other
DB00199	other
DB00200	other
DB00201	other
DB00202	other
DB00203	other
DB00204	other
DB00205	other
DB00206	other
DB00207	other
DB00208	other
DB00209	other
DB00210	other
DB00211	other
DB00212	other
DB00213	other
DB00214	other
DB00215	other
DB00216	other
DB00217	other
DB00218	other
DB00219	other
DB00220	other
DB00221	other
DB00222	other
DB00223	other
DB00224	other
DB00225	other
DB00226	none
DB00227	other
DB00228	other
DB00229	other
DB00230	other
DB00231	other
DB00232	other
DB00233	other
DB00234	other
DB00235	other
DB00236	L
DB00237	none
DB00238	other
DB00239	other
DB00240	other
DB00241	none
DB00242	L
DB00243	other
DB00244	other
DB00245	other
DB00246	other
