DB00850	N
DB00851	L
DB00852	R
DB00853	L
DB00854	-
DB00855	L
DB00856	D
DB00857	D
DB00858	-
DB00859	M
DB00860	S H A D C R V
DB00861	N
DB00862	G
DB00863	A
DB00864	D L
DB00865	-
DB00866	C
DB00867	G
DB00868	R
DB00869	S
DB00870	M
DB00871	R
DB00872	C
DB00873	S
DB00874	R
DB00875	N
DB00876	C
DB00877	S L
DB00878	S A D R B
DB00879	J
DB00880	C G
DB00881	C
DB00882	G
DB00883	C
DB00884	M
DB00885	-
DB00886	-
DB00887	C G
DB00888	L
DB00889	A
DB00890	G
DB00891	J G
DB00892	S D
DB00893	-
DB00894	-
DB00895	J
DB00896	S H
DB00897	N
DB00898	D V
DB00899	N
DB00900	J
DB00901	R
DB00902	R
DB00903	C
DB00904	A
DB00905	S
DB00906	N
DB00907	S N R
DB00908	C
DB00909	N
DB00910	H
DB00911	A J P
DB00912	A
DB00913	N
DB00914	A
DB00915	N
DB00916	A J D P G
DB00917	G
DB00918	N
DB00919	J
DB00920	S R
DB00921	N
DB00922	C
DB00923	J
DB00924	M
DB00925	C
DB00926	D
DB00927	A
DB00928	L
DB00929	A M G
DB00930	C
DB00931	J
DB00932	J
DB00933	N
DB00934	N
DB00935	S R
DB00936	S N D
DB00937	A
DB00938	R
DB00939	M
DB00940	A
DB00941	M
DB00942	-
DB00943	J
DB00944	S
DB00945	A M N C B
DB00946	B
DB00947	L
DB00948	J
DB00949	N
DB00950	R
DB00951	J
DB00952	N
DB00953	N
DB00954	J
DB00955	S J
DB00956	R
DB00957	G
DB00958	L
DB00959	S H D
DB00960	C
DB00961	N
DB00962	N
DB00963	S
DB00964	S
DB00965	-
DB00966	C
DB00967	R
DB00968	-
DB00969	A
DB00970	L
DB00971	D
DB00972	S R
DB00973	C
DB00974	-
DB00975	B
DB00976	J
DB00977	G L
DB00978	S J
DB00979	S
DB00980	N
DB00981	S V
DB00982	D
DB00983	R
DB00984	-
DB00985	R
DB00986	A R
DB00987	L
DB00988	C
DB00989	N
DB00990	L
DB00991	M
DB00992	L
DB00993	L
DB00994	S A J D R B
DB00995	M
DB00996	N
DB00997	L
DB00998	N
DB00999	C G
DB01000	J
DB01001	R
DB01002	N
DB01003	S A D R
DB01004	S J
DB01005	L
DB01006	L
DB01007	D G
DB01008	L
DB01009	M
DB01010	-
DB01011	V
DB01012	H
DB01013	-
DB01014	A
DB01015	J G
DB01016	A
DB01017	A J
DB01018	C
DB01019	N
DB01020	C
DB01021	C G
DB01022	B
DB01023	C
DB01024	L
DB01025	A R
DB01026	J D G
DB01028	N
DB01029	C
DB01030	L
DB01031	-
DB01032	M G
DB01033	L
DB01034	-
DB01035	C
DB01036	G
DB01037	N
DB01038	-
DB01039	C
DB01040	-
DB01041	L
DB01042	L
DB01043	N
DB01044	S J
DB01045	J
DB01046	A
DB01047	D C
DB01048	J
DB01049	C
DB01050	M C R G
DB01051	-
DB01053	S J
DB01054	C
DB01055	-
DB01056	C
DB01057	S
DB01058	P
DB01059	S J
DB01060	A J
DB01061	J
DB01062	G
DB01063	N
DB01064	C R
DB01065	N
DB01066	J
DB01067	A
DB01068	N
DB01069	D R V
DB01070	A
DB01071	R
DB01072	J
DB01073	L
DB01074	C
DB01075	D R
DB01076	C
DB01077	M
DB01078	C
DB01079	A
DB01080	N
DB01081	A
DB01082	A J
DB01083	A
DB01084	S
DB01085	S N
DB01086	N D C R
DB01087	P
DB01088	B
DB01089	C
DB01090	-
DB01091	D
DB01092	C
DB01093	M G
DB01094	-
DB01095	C
DB01096	P
DB01097	L
DB01098	C G
DB01099	J D
DB01100	N
DB01101	L
DB01102	C
DB01103	P
DB01104	N
DB01105	A
DB01106	S R
DB01107	N
DB01108	H
DB01109	S C B
DB01110	S A J D G
DB01111	-
DB01112	S J
DB01113	A G
DB01114	R
DB01115	C
DB01116	C
DB01117	P
DB01118	C
DB01119	C G V
DB01120	A
DB01121	N
DB01122	N
DB01123	-
DB01124	A V
DB01125	-
DB01126	G
DB01127	D G
DB01128	L
DB01129	A M
DB01130	D
DB01131	P
DB01132	A
DB01133	M
DB01134	-
DB01135	M
DB01136	C
DB01137	S A J
DB01138	M
DB01139	J
DB01140	J
DB01141	J
DB01142	N
DB01143	V
DB01144	S G
DB01145	J
DB01146	R
DB01147	J
DB01148	G
DB01149	N
DB01150	J
DB01151	N
DB01152	G
DB01153	D G
DB01154	N
DB01155	J
DB01156	A N
DB01157	P
DB01158	-
DB01159	N
DB01160	-
DB01161	N
DB01162	G
DB01163	J
DB01164	A G B
DB01165	S J
DB01166	B
DB01167	J
DB01168	L
DB01169	L
DB01170	S C
DB01171	N
DB01172	S A J
DB01173	M N
DB01174	N
DB01175	N
DB01176	R
DB01177	L
DB01178	M
DB01179	D
DB01180	C
DB01181	L
DB01182	C
DB01183	V
DB01184	A
DB01185	G
DB01186	N
DB01187	V
DB01188	D G
DB01189	N
DB01190	J D G
DB01191	A
DB01192	-
DB01193	C
DB01194	S
DB01195	C
DB01196	L
DB01197	C
DB01198	N
DB01199	M
DB01200	N G
DB01201	J
DB01202	N
DB01203	C
DB01204	L
DB01205	V
DB01206	L
DB01207	-
DB01208	J
DB01209	N
DB01210	S
DB01211	A J
DB01212	J
DB01213	V
DB01214	S C
DB01215	N
DB01216	D G
DB01217	L
DB01218	P
DB01219	M
DB01220	A D
DB01221	N
DB01222	A D R
DB01223	R
DB01224	N
DB01225	B
DB01226	M
DB01227	N
DB01228	C
DB01229	L
DB01230	N
DB01231	-
DB01232	J
DB01233	A
DB01234	S H A D C R
DB01235	N
DB01236	N
DB01237	R
DB01238	N
DB01239	N
DB01240	B
DB01241	C
DB01242	N
DB01243	-
DB01244	C
DB01245	-
DB01246	R
DB01247	N
DB01248	L
DB01249	V
DB01250	A
DB01251	A
DB01252	A
DB01253	G
DB01254	L
DB01255	N
DB01256	D
DB01257	L
DB01259	L
DB01260	S D
DB01261	A
DB01262	L
DB01263	J
DB01264	J G
DB01265	J
DB01266	D
DB01267	N
DB01268	L
DB01269	L
DB01270	S
DB01271	A
DB01272	A
DB01273	N
DB01274	-
DB01275	C
DB01276	A
DB01277	H
DB01278	A
DB01279	A
DB01280	L
DB01281	L
DB01282	H
DB01283	M
DB01284	H
DB01285	H
DB01288	R G
DB01289	A
DB01291	R
DB01294	-
DB01295	C
DB01296	M
DB01297	C
DB01298	G
DB01299	G
DB01301	J
DB01303	R
DB01306	A
DB01307	A
DB01309	A
DB01319	J
DB01320	N
DB01321	J
DB01322	-
DB01323	N
DB01324	C G
DB01325	C
DB01326	J
DB01327	J
DB01328	J
DB01329	J
DB01330	J
DB01331	J
DB01332	J
DB01333	J
DB01336	M
DB01337	M
DB01338	M
DB01339	M
DB01340	C
DB01341	-
DB01342	-
DB01344	V
DB01345	C B
DB01346	-
DB01347	-
DB01348	C
DB01349	C
DB01351	N
DB01352	N
DB01353	N
DB01354	N
DB01355	N
DB01356	N D
DB01357	-
DB01359	C
DB01362	V
DB01363	-
DB01364	S A C R
DB01365	C
DB01366	R
DB01367	N
DB01369	-
DB01370	A
DB01373	A M
DB01375	-
DB01377	A
DB01378	A
DB01380	S H
DB01381	N
DB01382	A
DB01384	H
DB01388	C
DB01390	B
DB01392	G
DB01393	C
DB01394	M
DB01395	G
DB01396	C
DB01397	-
DB01399	N
DB01400	S N
DB01401	-
DB01403	N
DB01404	-
DB01405	J
DB01406	G
DB01407	R
DB01408	R
DB01409	R
DB01410	R
DB01411	R
DB01412	C R
DB01413	J
DB01414	J
DB01415	J
DB01416	J
DB01418	B
DB01419	-
DB01420	-
DB01421	A
DB01422	J
DB01423	R
DB01424	N
DB01425	A
DB01426	C
DB01427	C
DB01428	-
DB01429	C
DB01430	R
DB01431	G
DB01432	C
DB01433	-
DB01434	-
DB01435	S N
DB01436	A M
DB01437	N
DB01438	G
DB01439	-
DB01440	-
DB01441	-
DB01442	-
DB01443	-
DB01444	-
DB01445	-
DB01446	-
DB01447	-
DB01448	-
DB01450	-
DB01451	-
DB01452	N
DB01453	-
DB01454	-
DB01455	-
DB01456	-
DB01458	-
DB01459	N
DB01460	-
DB01461	-
DB01462	-
DB01463	N
DB01464	-
DB01465	-
DB01466	S R
DB01467	-
DB01468	-
DB01469	-
DB01470	-
DB01471	-
DB01472	-
DB01473	-
DB01474	-
DB01475	-
DB01476	-
DB01477	-
DB01478	-
DB01479	-
DB01480	-
DB01481	-
DB01482	N R
DB01483	N
DB01484	-
DB01485	-
DB01486	A
DB01487	-
DB01488	-
DB01489	N
DB01490	-
DB01491	-
DB01493	A
DB01494	-
DB01495	N
DB01496	-
DB01497	-
DB01498	-
DB01499	-
DB01500	-
DB01501	A
DB01502	-
DB01503	-
DB01505	-
DB01506	-
DB01509	-
DB01510	-
DB01511	-
DB01512	-
DB01513	-
DB01514	-
DB01515	-
DB01516	-
DB01518	-
DB01520	-
DB01521	-
DB01522	-
DB01523	-
DB01524	-
DB01525	-
DB01526	-
DB01527	-
DB01528	-
DB01529	N
DB01530	-
DB01531	-
DB01532	-
DB01533	-
DB01534	-
DB01535	-
DB01536	-
DB01537	-
DB01538	R
DB01539	-
DB01540	-
DB01541	-
DB01542	-
DB01543	-
DB01544	N
DB01545	N
DB01546	-
DB01547	-
DB01548	-
DB01549	-
DB01550	-
DB01551	N
DB01552	-
DB01553	N
DB01554	-
DB01555	-
DB01556	-
DB01557	-
DB01558	N
DB01559	N
DB01560	-
DB01561	-
DB01562	-
DB01563	N
DB01564	-
DB01565	-
DB01566	-
DB01567	N
DB01568	-
DB01569	-
DB01570	-
DB01571	-
DB01572	-
DB01573	-
DB01574	A
DB01575	A
DB01576	N
DB01577	N
DB01578	V
DB01579	-
DB01580	C
DB01581	J D G
DB01582	J G
DB01583	-
DB01584	-
DB01586	A
DB01587	N
DB01588	N
DB01589	N
DB01590	L
DB01591	G
DB01592	A B
DB01593	A B
DB01594	N
DB01595	N
DB01597	-
DB01598	J
DB01599	C
DB01600	M
DB01601	J
DB01602	J
DB01603	J
DB01604	J
DB01605	J
DB01606	J
DB01607	J
DB01608	N
DB01609	V
DB01610	J
DB01611	P
DB01612	V
DB01613	C
DB01614	N
DB01615	-
DB01616	A
DB01618	N
DB01619	R
DB01620	D R
DB01621	N
DB01622	N
DB01623	N
DB01624	N
DB01625	A
DB01626	C
DB01627	J
DB01628	M
DB01629	-
DB01630	-
DB01631	-
DB01632	-
DB01633	-
DB01634	-
DB01635	-
DB01636	-
DB01637	-
DB01638	A B V
DB01639	-
DB01640	-
DB01641	-
DB01642	-
DB01643	-
DB01644	-
DB01645	-
DB01646	-
DB01647	-
DB01648	-
DB01649	-
DB01650	-
DB01651	-
DB01652	-
DB01655	-
DB01656	R
DB01657	-
DB01658	-
DB01659	-
DB01661	-
DB01662	-
DB01663	-
DB01664	-
DB01665	-
DB01666	-
DB01667	-
DB01668	-
DB01669	-
DB01670	-
DB01671	-
DB01672	-
DB01673	-
DB01674	-
DB01675	-
DB01676	-
DB01677	D
DB01678	-
DB01679	-
DB01681	-
DB01682	-
DB01683	-
DB01684	-
DB01685	-
DB01686	-
DB01687	-
DB01688	-
DB01689	-
DB01690	-
DB01691	-
DB01692	-
DB01694	-
DB01695	-
DB01697	-
DB01698	C
DB01699	-
DB01700	-
DB01701	-
DB01702	-
DB01703	-
DB01704	-
DB01705	-
DB01706	-
DB01707	-
DB01708	A G
DB01709	-
DB01710	-
DB01711	-
DB01712	-
DB01713	-
DB01714	-
DB01715	-
DB01716	-
DB01717	-
DB01718	D R
DB01719	-
DB01720	-
DB01721	-
DB01723	-
DB01724	-
DB01725	-
DB01726	-
DB01727	-
DB01728	-
DB01729	-
DB01731	-
DB01732	-
DB01733	-
DB01734	-
DB01735	-
DB01736	-
DB01737	-
DB01738	-
DB01739	-
DB01740	-
DB01741	-
DB01742	-
DB01743	-
DB01744	C
DB01745	-
DB01746	-
DB01747	-
DB01748	-
DB01749	-
DB01750	-
DB01751	-
DB01752	-
DB01753	-
DB01754	-
DB01755	-
DB01756	-
DB01758	-
DB01759	-
DB01760	-
DB01761	-
DB01762	-
DB01763	-
DB01764	-
DB01765	-
DB01766	-
DB01767	-
DB01768	-
DB01771	-
DB01772	-
DB01773	-
DB01774	-
DB01775	-
DB01776	-
DB01777	-
DB01778	-
DB01779	-
DB01780	-
DB01782	-
DB01783	A D
DB01784	-
DB01785	-
DB01786	-
DB01788	-
DB01789	-
DB01790	-
DB01791	-
DB01792	-
DB01793	-
DB01794	-
DB01795	-
DB01796	-
DB01797	-
DB01798	-
DB01799	-
DB01800	-
DB01802	-
DB01803	-
DB01804	-
DB01805	-
DB01806	-
DB01807	-
DB01808	-
DB01809	-
DB01810	-
DB01811	-
DB01812	-
DB01813	-
DB01814	-
DB01815	-
DB01816	-
DB01817	-
DB01818	-
DB01819	-
DB01820	-
DB01821	-
DB01822	-
DB01823	-
DB01824	-
DB01825	-
DB01826	-
DB01827	-
DB01828	-
DB01829	-
DB01830	-
DB01831	-
DB01832	-
DB01833	-
DB01834	-
DB01835	-
DB01836	-
DB01837	-
DB01838	-
DB01839	-
DB01840	-
DB01841	-
DB01842	-
DB01843	-
DB01844	-
DB01846	-
DB01847	-
DB01848	-
DB01849	-
DB01850	-
DB01851	-
DB01852	-
DB01853	-
DB01854	-
DB01855	-
DB01856	-
DB01857	-
DB01858	-
DB01859	-
DB01860	-
DB01861	-
DB01862	-
DB01863	-
DB01864	-
DB01865	-
DB01866	-
DB01868	-
DB01870	-
DB01871	-
DB01872	-
DB01873	-
DB01874	-
DB01875	-
DB01876	-
DB01877	-
DB01878	-
DB01879	-
DB01880	-
DB01881	-
DB01882	-
DB01883	-
DB01884	-
DB01885	-
DB01887	-
DB01888	-
DB01889	-
DB01890	-
DB01891	-
DB01892	-
DB01893	-
DB01895	-
DB01896	-
DB01897	-
DB01898	-
DB01899	-
DB01901	-
DB01902	-
DB01903	-
DB01904	-
DB01905	-
DB01906	-
DB01908	-
DB01909	-
DB01910	-
DB01911	-
DB01912	-
DB01914	-
DB01915	-
DB01917	-
DB01918	-
DB01919	-
DB01920	-
DB01921	-
DB01922	-
DB01923	-
DB01924	-
DB01925	-
DB01926	-
DB01927	-
DB01929	-
DB01930	-
DB01931	-
DB01932	-
DB01933	-
DB01934	-
DB01935	-
DB01936	-
DB01937	-
DB01938	-
DB01939	-
DB01940	-
DB01941	-
DB01942	-
DB01944	-
DB01945	-
DB01946	-
DB01947	-
DB01948	-
DB01949	-
DB01950	-
DB01951	-
DB01952	-
DB01953	-
DB01954	-
DB01955	-
DB01956	-
DB01957	-
DB01958	-
DB01959	-
DB01960	-
DB01961	-
DB01962	-
DB01963	-
DB01964	-
DB01965	-
DB01966	-
DB01967	-
DB01968	-
DB01969	-
DB01970	-
DB01971	-
DB01972	-
DB01973	-
DB01974	-
DB01975	-
DB01976	-
DB01977	-
DB01978	-
DB01979	-
DB01980	-
DB01981	-
DB01982	-
DB01983	-
DB01984	-
DB01985	-
DB01986	-
DB01987	-
DB01988	-
DB01989	-
DB01990	-
DB01991	-
DB01992	-
DB01993	-
DB01994	-
DB01995	-
DB01996	-
DB01997	-
DB01998	-
DB01999	-
DB02001	-
DB02002	-
DB02004	-
DB02005	-
DB02006	-
DB02007	-
DB02008	-
DB02009	-
DB02010	-
DB02011	-
DB02013	-
DB02014	-
DB02015	-
DB02016	-
DB02017	-
DB02018	-
DB02019	-
DB02020	-
DB02021	-
DB02022	-
DB02023	-
DB02024	-
DB02025	-
DB02026	-
DB02027	-
DB02028	-
DB02029	-
DB02030	-
DB02031	-
DB02032	-
DB02033	-
DB02034	-
DB02035	-
DB02036	-
DB02037	-
DB02038	-
DB02039	-
DB02041	-
DB02042	-
DB02043	-
DB02044	-
DB02045	-
DB02046	-
DB02047	-
