DB00380	1	V03AF02
DB00381	20	C08CA01 C08GA02 C09BB03 C09BB04 C09BB07 C09BX01 C09DB01 C09DB02 C09DB04 C09DB05 C09DB06 C09DB07 C09DX01 C09DX03 C09XA53 C09XA54 C10BX03 C10BX07 C10BX09 C10BX11
DB00382	1	N06DA01
DB00383	2	A03AA01 A03CA03
DB00384	1	C03DB02
DB00385	1	L01DB09
DB00387	1	N04AA04
DB00388	8	C01CA06 R01AA04 R01AB01 R01BA03 R01BA53 S01FB01 S01GA05 S01GA55
DB00389	1	H03BB01
DB00390	1	C01AA05
DB00391	2	N05AL01 N05AL07
DB00392	1	N04AA05
DB00393	1	C08CA06
DB00394	6	A07EA07 D07AC15 D07CC04 R01AD01 R03AK08 R03BA01
DB00395	3	M03BA02 M03BA52 M03BA72
DB00396	2	G03DA04 G03FA04
DB00397	2	R01BA01 R01BA51
DB00398	1	L01XE05
DB00399	2	M05BA08 M05BB08
DB00400	2	D01AA08 D01BA01
DB00401	1	C08CA07
DB00402	1	N05CF04
DB00403	1	V04CC04
DB00404	1	N05BA12
DB00405	2	R06AB06 R06AB56
DB00406	2	D01AE02 G01AX09
DB00408	1	N05AH01
DB00409	1	N05AL04
DB00410	2	D06AX09 R01AX06
DB00411	2	N07AB01 S01EB02
DB00412	3	A10BD03 A10BD04 A10BG02
DB00413	1	N04BC05
DB00414	1	A10BB31
DB00415	5	J01CA01 J01CA51 J01CR01 J01CR50 S01AA19
DB00417	3	J01CE02 J01CE10 J01CR50
DB00418	2	N05CA06 N05CB01
DB00419	1	A16AX06
DB00420	1	N05AA03
DB00421	1	C03DA01
DB00422	1	N06BA04
DB00423	3	M03BA03 M03BA53 M03BA73
DB00424	2	A03BA03 A03CB31
DB00425	1	N05CF02
DB00426	2	J05AB09 S01AD07
DB00427	1	R06AX07
DB00428	1	L01AD04
DB00429	1	G02AD04
DB00430	1	J01DD11
DB00431	1	P03AB02
DB00432	2	L01BC59 S01AD02
DB00433	1	N05AB04
DB00434	1	R06AX02
DB00435	1	R07AX01
DB00436	4	C03AA01 C03AB01 C03EA13 G01AE10
DB00437	2	M04AA01 M04AA51
DB00438	2	J01DD02 J01DD52
DB00439	1	C10AA06
DB00440	7	J01EA01 J01EE01 J01EE02 J01EE03 J01EE04 J01EE05 J01EE07
DB00441	1	L01BC05
DB00442	1	J05AF10
DB00443	16	A07EA04 C05AA05 D07AC01 D07BC01 D07CC01 D07XC01 H02AB01 R01AD06 R03BA04 S01BA06 S01BB04 S01CA05 S01CB04 S02BA07 S03BA03 S03CA06
DB00444	1	L01CB02
DB00445	1	L01DB03
DB00446	7	D06AX02 D10AF03 G01AA05 J01BA01 S01AA01 S02AA01 S03AA08
DB00447	1	J01DC08
DB00448	7	A02BC03 A02BC53 A02BD02 A02BD03 A02BD07 A02BD09 A02BD10
DB00449	1	S01EA02
DB00450	1	N05AD08
DB00451	1	H03AA01
DB00452	3	D09AA01 R01AX08 S01AA07
DB00453	2	J01AA11 J01AA20
DB00454	4	N02AB02 N02AB52 N02AB72 N02AG03
DB00455	1	R06AX13
DB00456	1	J01DB03
DB00457	2	C02CA01 C02LE01
DB00458	1	N06AA02
DB00459	1	D05BB02
DB00460	1	S01LA01
DB00461	1	M01AX01
DB00463	1	N03AA30
DB00464	1	C05BB04
DB00465	2	M01AB15 S01BC05
DB00467	1	J01MA04
DB00468	2	M09AA72 P01BC01
DB00469	1	M01AC02
DB00470	1	A04AD10
DB00471	2	R03DC03 R03DC53
DB00472	2	N06AB03 N06CA03
DB00474	3	N01AF01 N05CA15 N05CB01
DB00475	1	N05BA02
DB00476	1	N06AX21
DB00477	1	N05AA01
DB00478	1	J05AC02
DB00479	4	D06AX12 J01GB06 J01RA06 S01AA21
DB00480	1	L04AX04
DB00481	1	G03XC01
DB00482	3	G01AE10 L01XX33 M01AH01
DB00484	2	D11AX21 S01EA05
DB00485	2	J01CF01 J01CR50
DB00486	1	A04AD11
DB00487	1	J01MA03
DB00488	1	L01XX03
DB00489	3	C07AA07 C07AA57 C07BA07
DB00490	1	N05BE01
DB00491	1	A10BF02
DB00492	2	C09AA09 C09BA09
DB00493	2	J01DD01 J01DD51
DB00494	1	N04BX02
DB00495	4	J05AF01 J05AR01 J05AR04 J05AR05
DB00496	1	G04BD10
DB00497	2	N02AA05 N02AA55
DB00498	1	B01AA02
DB00499	1	L02BB01
DB00500	2	M01AB03 M02AA21
DB00501	2	A02BA01 A02BA51
DB00502	1	N05AD01
DB00503	4	J05AE03 J05AR10 J05AX66 J05AX67
DB00505	1	A03AB08
DB00507	1	P01AX11
DB00508	1	N05AA05
DB00509	1	C10AX01
DB00511	1	C01AA01
DB00512	2	A07AA09 J01XA01
DB00513	1	B02AA01
DB00514	2	N07XX59 R05DA09
DB00515	1	L01XA01
DB00518	1	P02CA03
DB00519	2	C09AA10 C09BB10
DB00520	1	J02AX04
DB00521	3	C07AA15 S01ED05 S01ED55
DB00522	1	V04CK03
DB00523	2	D11AH04 L01XX22
DB00524	3	C03BA08 C03EA12 G01AE10
DB00525	1	D01AE18
DB00526	1	L01XA03
DB00527	5	C05AD04 D04AB02 N01BB06 S01HA06 S02DA04
DB00528	3	C08CA13 C09BB02 C09DB08
DB00529	1	J05AD01
DB00530	1	L01XE03
DB00531	1	L01AA01
DB00532	2	N03AB04 N03AB54
DB00533	1	M01AH02
DB00535	1	J01DD15
DB00537	7	J01MA02 J01RA10 J01RA11 J01RA12 S01AE03 S02AA15 S03AA07
DB00538	1	V08CA06
DB00539	1	L02BA02
DB00540	1	N06AA10
DB00541	1	L01CA02
DB00542	2	C09AA07 C09BA07
DB00543	1	N06AA17
DB00544	2	L01BC02 L01BC52
DB00545	1	N07AA02
DB00546	1	N05BA07
DB00547	2	D07AC03 D07XC02
DB00548	1	D10AX03
DB00549	1	R03DC01
DB00550	1	H03BA02
DB00551	1	G04BX03
DB00552	1	L01XX08
DB00553	2	D05AD02 D05BA02
DB00554	3	M01AC01 M02AA07 S01BC06
DB00555	1	N03AX09
DB00557	2	N05BB01 N05BB51
DB00558	1	J05AH01
DB00559	1	C02KX01
DB00560	2	J01AA12 J01AA20
DB00561	1	R07AB01
DB00562	1	G01AE10
DB00563	2	L01BA01 L04AX03
DB00564	1	N03AF01
DB00567	1	J01DB01
DB00568	2	N07CA02 N07CA52
DB00570	1	L01CA01
DB00571	3	C07AA05 C07BA05 C07FA05
DB00572	3	A03BA01 A03CB03 S01FA01
DB00573	1	M01AE04
DB00574	1	A08AA02
DB00575	5	C02AC01 C02LC01 C02LC51 N02CX02 S01EA04
DB00576	5	B05CA04 D06BA04 G01AE10 J01EB02 S01AB01
DB00577	1	J05AB11
DB00578	2	J01CA03 J01CR50
DB00579	1	A08AA05
DB00580	1	M01AH03
DB00581	2	A06AD11 A06AD61
DB00582	1	J02AC03
DB00583	1	A16AA01
DB00584	4	C09AA02 C09BA02 C09BB02 C09BB06
DB00585	1	A02BA04
DB00586	6	D11AX18 M01AB05 M01AB55 M02AA15 S01BC03 S01CC01
DB00589	2	G02CB02 N02CA07
DB00590	1	C02CA04
DB00591	8	C05AA10 D07AC04 D07BC02 D07CC02 S01BA15 S01CA10 S02BA08 S02CA05
DB00592	1	P02CB01
DB00593	2	N03AD01 N03AD51
DB00594	1	C03DB01
DB00595	6	D06AA03 G01AA07 J01AA06 J01AA20 J01AA56 S01AA04
DB00596	1	D07AC21
DB00597	1	V08CA04
DB00598	3	C07AG01 C07BG01 C07CG01
DB00599	3	N01AF03 N05CA19 N05CB01
DB00600	1	D11AX13
DB00601	1	J01XX08
DB00602	2	D11AX22 P02CF01
DB00603	6	G03AA08 G03AC06 G03DA02 G03FA12 G03FB06 L02AB02
DB00604	1	A03FA02
DB00605	1	M01AB02
DB00606	3	C03AA09 C03AB09 G01AE10
DB00607	2	J01CF06 J01CR50
DB00608	1	P01BA01
DB00609	1	J04AD03
DB00610	1	C01CA09
DB00611	1	N02AF01
DB00612	5	C07AB07 C07AB57 C07BB07 C07FB07 C09BX02
DB00613	2	P01BA06 P01BF03
DB00614	1	G01AX06
DB00615	1	J04AB04
DB00617	1	N03AC01
DB00618	3	D06AA01 J01AA01 J01AA20
DB00619	1	L01XE01
DB00620	11	A01AC01 C05AA12 D07AB09 D07BB03 D07CB01 D07XB02 H02AB08 R01AD11 R03BA06 S01BA05 S02CA04
DB00621	1	A14AA08
DB00622	1	C08CA04
DB00623	1	N05AB02
DB00624	2	G03BA03 G03EA02
DB00625	3	J05AG03 J05AR06 J05AR11
DB00626	3	D06AX05 J01XX10 R02AB04
DB00627	4	C04AC01 C10AD02 C10AD52 C10BA01
DB00630	4	M05BA04 M05BB03 M05BB05 M05BB06
DB00631	1	L01BB06
DB00632	1	D06BB11
DB00633	1	N05CM18
DB00634	3	D10AF06 G01AE10 S01AB04
DB00635	2	A07EA03 H02AB07
DB00636	1	C10AB01
DB00637	1	R06AX11
DB00638	1	V04CH01
DB00639	2	G01AF15 G01AF20
DB00640	1	C01EB10
DB00641	6	A10BH51 C10AA01 C10BA02 C10BA04 C10BX01 C10BX04
DB00642	1	L01BA04
DB00643	2	P02CA01 P02CA51
DB00644	2	H01CA01 V04CM01
DB00645	2	N01BX02 R02AD04
DB00646	4	A07AA02 D01AA01 G01AA01 G01AA51
DB00647	3	N02AC04 N02AC54 N02AC74
DB00648	1	L01XX23
DB00649	2	J05AF04 J05AR07
DB00650	1	V03AF03
DB00651	4	R03DA01 R03DA20 R03DA51 R03DB01
DB00652	1	N02AD01
DB00653	5	A06AD04 A12CC02 B05XA05 D11AX05 V04CC02
DB00654	1	S01EE01
DB00655	2	G03CA07 G03CC04
DB00656	1	N06AX05
DB00657	1	C02BB01
DB00658	1	V03AE02
DB00659	1	N07BB03
DB00661	3	C08DA01 C08DA51 C09BB10
DB00662	1	R06AA10
DB00663	5	D07AB03 D07BB01 D07CB05 D07XB01 S02CA02
DB00664	2	G01AE10 J01ED02
DB00665	1	L02BB02
DB00666	1	H01CA02
DB00668	8	A01AD01 B02BC09 C01CA24 R01AA14 R03AA01 R03AK01 S01EA01 S01EA51
DB00669	2	G01AE10 N02CC01
DB00670	1	A02BX03
DB00671	1	J01DD08
DB00672	1	A10BB02
DB00673	1	A04AD12
DB00674	1	N06DA04
DB00675	1	L02BA01
DB00676	1	P03AX01
DB00678	3	C09CA01 C09DA01 C09DB06
DB00679	1	N05AC02
DB00680	1	C01BG01
DB00681	4	A01AB04 A07AA07 G01AA03 J02AA01
DB00682	1	B01AA03
DB00683	1	N05CD08
DB00684	2	J01GB01 S01AA12
DB00685	1	J01MA13
DB00686	2	C05BA04 G04BX15
DB00687	4	H02AA02 S01CA06 S02CA07 S03CA05
DB00690	1	N05CD01
DB00691	2	C09AA13 C09BA13
DB00692	2	C04AB01 V03AB36
DB00693	2	S01JA01 S01JA51
DB00694	1	L01DB02
DB00695	4	C03CA01 C03CB01 C03EB01 G01AE10
DB00696	3	N02CA02 N02CA52 N02CA72
DB00697	1	M03BX02
DB00698	2	J01XE01 J01XE51
DB00699	1	C04AE02
DB00700	1	C03DA04
DB00701	1	J05AE05
DB00703	1	S01EC05
DB00704	2	A08AA62 N07BB04
DB00705	1	J05AG02
DB00706	3	G04CA02 G04CA52 G04CA53
DB00707	1	L01XD01
DB00708	1	N01AH03
DB00709	10	J05AF05 J05AR01 J05AR02 J05AR04 J05AR05 J05AR07 J05AR11 J05AR12 J05AR13 J05AR16
DB00710	1	M05BA06
DB00711	1	P02CB02
DB00712	4	M01AE09 M02AA19 R02AX01 S01BC04
DB00713	2	J01CF04 J01CR50
DB00714	2	G04BE07 N04BC07
DB00715	1	N06AB05
DB00716	3	R01AC07 R03BC03 S01GX04
DB00717	6	G03AA05 G03AB04 G03AC01 G03DC02 G03FA01 G03FB05
DB00718	1	J05AF08
DB00719	1	R06AX09
DB00720	1	M05BA02
DB00721	4	C05AD05 N01BA02 N01BA52 S01HA05
DB00722	4	C09AA03 C09BA03 C09BB03 C10BX07
DB00723	1	C01CA10
DB00724	1	D06BB10
DB00725	1	A03CB04
DB00726	1	N06AA06
DB00727	3	C01DA02 C01DA52 C05AE01
DB00728	1	M03AC09
DB00730	2	D01AC06 P02CA02
DB00731	1	A10BX03
DB00733	1	V03AB04
DB00734	1	N05AX08
DB00735	1	D01AE22
DB00736	3	A02BC05 A02BD06 M01AE52
DB00737	2	R06AE05 R06AE55
DB00738	1	P01CX01
DB00739	1	J01CA18
DB00740	1	N07XX02
DB00741	19	A01AC03 A07EA02 C05AA01 D07AA02 D07AB02 D07AC16 D07BA04 D07BB04 D07CA01 D07XA01 H02AB09 R01AD60 S01BA02 S01BB01 S01CA03 S01CB03 S02BA01 S02CA03 S03CA04
DB00742	4	A06AD16 B05BC01 B05CX04 R05CB16
DB00743	1	V08CA08
DB00745	1	N06BA07
DB00746	1	V03AC01
DB00747	4	A04AD01 A04AD51 N05CM05 S01FA02
DB00748	1	R06AA08
DB00749	1	M01AB08
DB00750	2	N01BB04 N01BB54
DB00751	2	R06AX24 S01GX10
DB00752	1	N06AF04
DB00753	1	N01AB06
DB00754	1	N03AB01
DB00755	3	D10AD01 D10AD51 L01XX14
DB00756	1	D08AE01
DB00757	1	A04AA04
DB00758	1	B01AC04
DB00759	10	A01AB13 A02BD02 A02BD08 D06AA04 J01AA07 J01AA20 J01RA08 S01AA09 S02AA08 S03AA02
DB00760	1	J01DH02
DB00761	3	A12BA01 A12BA51 B05XA01
DB00762	1	L01XX19
DB00763	2	H03BB02 H03BB52
DB00764	5	D07AC13 D07XC03 R01AD09 R03AK09 R03BA07
DB00765	1	C02KB01
DB00768	2	R01AC08 S01GX09
DB00770	2	C01EA01 G04BE01
DB00771	1	A03CA02
DB00772	1	P03AX03
DB00773	1	L01CB01
DB00774	4	C03AA02 C03AB02 C03AH02 G01AE10
DB00775	1	B01AC17
DB00776	1	N03AF02
DB00777	1	N05CM06
DB00778	1	J01FA06
DB00779	1	J01MB02
DB00780	1	N06AF03
DB00781	5	A07AA05 J01XB02 S01AA18 S02AA11 S03AA03
DB00782	2	A03AB05 A03CA34
DB00783	38	G02BB01 G03AA14 G03AB08 G03CA03 G03CA53 G03EA01 G03EA02 G03EA03 G03FA01 G03FA02 G03FA03 G03FA04 G03FA05 G03FA06 G03FA07 G03FA08 G03FA09 G03FA10 G03FA11 G03FA12 G03FA13 G03FA14 G03FA15 G03FA16 G03FA17 G03FB01 G03FB02 G03FB03 G03FB04 G03FB05 G03FB06 G03FB07 G03FB08 G03FB09 G03FB10 G03FB11 G03FB12 G03HB01
DB00784	1	M01AG01
DB00787	4	D06BB03 D06BB53 J05AB01 S01AD03
DB00788	5	G02CC02 M01AE02 M01AE52 M01AE56 M02AA12
DB00790	6	C09AA04 C09BA04 C09BB04 C09BX01 C09BX02 C10BX11
DB00792	2	D04AA04 R06AC04
DB00793	1	D01AE11
DB00794	2	N03AA03 N05CB01
DB00795	2	A07EC01 G01AE10
DB00796	3	C09CA06 C09DA06 C09DB07
DB00797	2	C04AB02 M02AX02
DB00798	5	D06AX07 J01GB03 S01AA11 S02AA14 S03AA06
DB00799	1	D05AX05
DB00800	1	C01CA19
DB00801	1	N05BA13
DB00802	1	N01AH02
DB00803	2	A07AA10 J01XB01
DB00804	1	A03AA07
DB00805	1	N06AX07
DB00806	2	C04AD03 R03DA20
DB00807	1	S01HA04
DB00808	3	C03BA11 C09BX01 G01AE10
DB00809	2	S01FA06 S01FA56
DB00810	1	N04AA02
DB00811	1	J05AB04
DB00812	3	M01AA01 M01BA01 M02AA01
DB00813	3	N01AH01 N01AH51 N02AB03
DB00814	2	M01AC06 M01AC56
DB00816	3	R03AB03 R03CB03 R03CB53
DB00817	1	J01MB01
DB00818	1	N01AX10
DB00819	1	S01EC01
DB00820	1	G04BE08
DB00822	3	N07BB01 P03AA04 P03AA54
DB00826	5	A01AB10 A07AA03 D01AA02 G01AA02 S01AA10
DB00827	1	J01MB06
DB00828	1	J01XX01
DB00829	1	N05BA01
DB00831	1	N05AB06
DB00832	1	N03AD02
DB00833	1	J01DC04
DB00834	2	G03XB01 G03XB51
DB00835	2	R06AB01 R06AB51
DB00836	3	A07DA03 A07DA05 A07DA53
DB00837	1	N03AG05
DB00838	1	D07AB21
DB00839	1	A10BB05
DB00841	1	C01CA07
DB00842	1	N05BA04
DB00843	3	N06DA02 N06DA52 N06DA53
DB00844	1	N02AF02
DB00845	1	J04BA01
DB00846	2	D07AC07 D07CC03
DB00847	2	A16AA04 S01XA21
